neutral	outlier_pcadapt	outlier_outflanck	outlier_bayescan
AX-578202907			
AX-578187419			
AX-578108163			
AX-578169854			
AX-578090571			
AX-578113035			
AX-578146852			
AX-578146853			
AX-578188353			
AX-578230113			
AX-578196558			
AX-578150893			
AX-578150894			
AX-578230104			
AX-578150896			
AX-578150898			
AX-578151743			
AX-578198374			
AX-578198375			
AX-578081234			
AX-578154400			
AX-578124800			
AX-578139480			
AX-578218683			
AX-578218684			
AX-578218686			
AX-578156531			
AX-578129269			
AX-578156532			
AX-578208489			
AX-578208490			
AX-578225171			
AX-578225172			
AX-578225173			
AX-578107174			
AX-578186436			
AX-578225174			
AX-578145967			
AX-578225177			
AX-578145962			
AX-578107170			
AX-578175065			
AX-578095782			
AX-578095783			
AX-578118266			
AX-578197507			
AX-578218804			
AX-578173318			
AX-578218805			
AX-578139598			
AX-578139599			
AX-578139601			
AX-578206969			
AX-578156701			
AX-578113701			
AX-578149083			
AX-578192953			
AX-578192954			
AX-578149082			
AX-578207587			
AX-578235310			
AX-578161013			
AX-578081701			
AX-578087452			
AX-578191936			
AX-578107423			
AX-578142611			
AX-578221820			
AX-578221821			
AX-578100231			
AX-578179499			
AX-578221824			
AX-578149030			
AX-578149031			
AX-578092949			
AX-578232838			
AX-578153633			
AX-578116508			
AX-578201604			
AX-578212157			
AX-578132947			
AX-578132076			
AX-578164875			
AX-578135784			
AX-578186157			
AX-578106898			
AX-578142825			
AX-578100700			
AX-578179970			
AX-578222041			
AX-578142826			
AX-578179963			
AX-578142827			
AX-578222036			
AX-578142829			
AX-578222038			
AX-578179966			
AX-578094871			
AX-578211913			
AX-578237460			
AX-578237456			
AX-578139989			
AX-578124406			
AX-578154216			
AX-578233424			
AX-578154218			
AX-578127371			
AX-578120558			
AX-578199796			
AX-578124506			
AX-578216670			
AX-578089222			
AX-578233705			
AX-578233707			
AX-578154500			
AX-578130750			
AX-578220213			
AX-578220217			
AX-578220218			
AX-578141011			
AX-578141013			
AX-578220222			
AX-578220223			
AX-578097032			
AX-578121970			
AX-578197437			
AX-578102126			
AX-578102125			
AX-578181253			
AX-578181254			
AX-578181255			
AX-578143400			
AX-578143401			
AX-578183792			
AX-578171824			
AX-578092541			
AX-578088780			
AX-578160678			
AX-578093565			
AX-578097420			
AX-578220421			
AX-578220422			
AX-578176705			
AX-578123428			
AX-578144754			
AX-578144755			
AX-578223965			
AX-578223966			
AX-578223967			
AX-578104735			
AX-578104737			
AX-578184002			
AX-578223961			
AX-578231694			
AX-578157200			
AX-578209760			
AX-578172252			
AX-578235997			
AX-578209022			
AX-578190313			
AX-578190318			
AX-578111067			
AX-578097000			
AX-578096996			
AX-578195164			
AX-578131448			
AX-578236830			
AX-578210660			
AX-578222671			
AX-578143457			
AX-578181350			
AX-578143458			
AX-578102090			
AX-578102096			
AX-578222670			
AX-578233561			
AX-578124722			
AX-578234052			
AX-578161774			
AX-578161776			
AX-578082467			
AX-578193629			
AX-578114381			
AX-578197000			
AX-578192637			
AX-578192638			
AX-578148918			
AX-578192641			
AX-578128935			
AX-578128933			
AX-578208151			
AX-578215210			
AX-578165311			
AX-578136000			
AX-578227519			
AX-578102952			
AX-578143857			
AX-578126748			
AX-578205974			
AX-578150453			
AX-578170237			
AX-578162891			
AX-578162897			
AX-578162887			
AX-578083582			
AX-578162892			
AX-578162896			
AX-578082164			
AX-578213420			
AX-578082166			
AX-578134206			
AX-578213417			
AX-578213418			
AX-578161476			
AX-578223757			
AX-578104336			
AX-578104337			
AX-578223754			
AX-578223755			
AX-578223756			
AX-578104338			
AX-578156529			
AX-578129268			
AX-578156530			
AX-578194549			
AX-578126653			
AX-578205877			
AX-578089611			
AX-578168899			
AX-578188204			
AX-578165151			
AX-578171377			
AX-578171378			
AX-578217938			
AX-578171381			
AX-578217936			
AX-578194822			
AX-578094666			
AX-578219082			
AX-578139875			
AX-578219081			
AX-578165029			
AX-578215062			
AX-578215063			
AX-578215066			
AX-578085717			
AX-578135851			
AX-578165023			
AX-578093705			
AX-578207100			
AX-578127885			
AX-578130255			
AX-578223088			
AX-578103013			
AX-578236556			
AX-578236557			
AX-578081543			
AX-578154303			
AX-578154300			
AX-578154301			
AX-578124558			
AX-578124559			
AX-578203789			
AX-578201324			
AX-578216628			
AX-578168432			
AX-578168435			
AX-578137417			
AX-578168436			
AX-578168440			
AX-578216626			
AX-578168441			
AX-578219607			
AX-578087123			
AX-578225908			
AX-578140365			
AX-578219574			
AX-578204879			
AX-578103421			
AX-578103422			
AX-578104141			
AX-578094814			
AX-578235854			
AX-578156645			
AX-578115527			
AX-578226412			
AX-578109825			
AX-578109826			
AX-578115336			
AX-578153106			
AX-578232307			
AX-578201211			
AX-578201214			
AX-578234230			
AX-578108980			
AX-578129055			
AX-578162493			
AX-578102002			
AX-578181269			
AX-578181263			
AX-578101998			
AX-578101999			
AX-578213477			
AX-578134268			
AX-578213479			
AX-578213480			
AX-578134271			
AX-578215937			
AX-578136730			
AX-578087695			
AX-578215940			
AX-578133464			
AX-578137588			
AX-578233437			
AX-578115622			
AX-578115625			
AX-578194869			
AX-578146514			
AX-578187598			
AX-578146511			
AX-578187594			
AX-578093785			
AX-578218669			
AX-578218670			
AX-578139463			
AX-578173071			
AX-578139464			
AX-578215962			
AX-578215963			
AX-578087851			
AX-578087852			
AX-578215961			
AX-578081295			
AX-578081298			
AX-578081299			
AX-578214252			
AX-578202849			
AX-578123621			
AX-578233036			
AX-578178793			
AX-578142275			
AX-578099530			
AX-578142273			
AX-578193546			
AX-578193554			
AX-578082236			
AX-578088473			
AX-578082677			
AX-578137080			
AX-578167677			
AX-578167667			
AX-578167668			
AX-578137074			
AX-578137076			
AX-578145006			
AX-578128782			
AX-578208001			
AX-578168256			
AX-578216538			
AX-578156539			
AX-578120717			
AX-578199953			
AX-578203696			
AX-578147237			
AX-578147235			
AX-578226444			
AX-578202410			
AX-578121110			
AX-578140496			
AX-578140497			
AX-578140498			
AX-578163181			
AX-578133654			
AX-578211030			
AX-578157810			
AX-578130742			
AX-578157280			
AX-578157281			
AX-578157285			
AX-578161449			
AX-578082139			
AX-578082133			
AX-578084907			
AX-578221290			
AX-578221291			
AX-578099117			
AX-578142086			
AX-578190101			
AX-578190105			
AX-578190106			
AX-578153566			
AX-578123049			
AX-578155358			
AX-578126775			
AX-578155359			
AX-578155360			
AX-578142717			
AX-578221926			
AX-578221929			
AX-578179802			
AX-578179804			
AX-578179805			
AX-578100537			
AX-578221931			
AX-578142713			
AX-578142714			
AX-578108470			
AX-578225792			
AX-578187729			
AX-578146585			
AX-578225794			
AX-578114355			
AX-578228650			
AX-578228652			
AX-578228653			
AX-578193603			
AX-578149447			
AX-578228656			
AX-578149449			
AX-578210852			
AX-578143371			
AX-578143372			
AX-578222577			
AX-578171350			
AX-578106137			
AX-578185399			
AX-578173190			
AX-578139537			
AX-578139534			
AX-578218743			
AX-578127610			
AX-578206827			
AX-578195103			
AX-578145615			
AX-578224820			
AX-578204432			
AX-578125207			
AX-578121586			
AX-578121585			
AX-578089539			
AX-578126648			
AX-578206920			
AX-578190578			
AX-578227145			
AX-578117480			
AX-578191931			
AX-578112673			
AX-578232119			
AX-578121592			
AX-578121593			
AX-578232120			
AX-578231520			
AX-578231521			
AX-578152315			
AX-578120361			
AX-578144596			
AX-578237653			
AX-578212301			
AX-578110087			
AX-578206122			
AX-578206127			
AX-578106583			
AX-578224876			
AX-578224877			
AX-578206825			
AX-578155711			
AX-578155712			
AX-578205043			
AX-578125816			
AX-578135268			
AX-578084334			
AX-578163640			
AX-578140386			
AX-578175108			
AX-578140388			
AX-578204938			
AX-578176840			
AX-578176843			
AX-578176844			
AX-578200696			
AX-578200694			
AX-578122261			
AX-578122262			
AX-578201494			
AX-578122264			
AX-578192888			
AX-578113639			
AX-578228247			
AX-578228248			
AX-578173802			
AX-578094521			
AX-578094523			
AX-578219041			
AX-578094518			
AX-578219042			
AX-578236108			
AX-578156899			
AX-578156900			
AX-578148025			
AX-578148026			
AX-578148027			
AX-578111516			
AX-578213050			
AX-578081367			
AX-578081368			
AX-578136931			
AX-578211328			
AX-578211326			
AX-578148277			
AX-578191270			
AX-578227486			
AX-578227493			
AX-578112018			
AX-578112019			
AX-578227495			
AX-578175197			
AX-578105279			
AX-578115445			
AX-578194690			
AX-578113516			
AX-578228186			
AX-578228187			
AX-578224190			
AX-578224191			
AX-578184516			
AX-578144984			
AX-578184505			
AX-578224925			
AX-578185933			
AX-578145718			
AX-578224927			
AX-578145721			
AX-578145722			
AX-578172714			
AX-578173364			
AX-578236152			
AX-578130127			
AX-578211323			
AX-578119562			
AX-578198802			
AX-578198804			
AX-578145393			
AX-578224597			
AX-578182631			
AX-578223251			
AX-578103371			
AX-578128666			
AX-578225423			
AX-578225427			
AX-578111636			
AX-578127481			
AX-578112097			
AX-578191352			
AX-578138359			
AX-578138360			
AX-578091245			
AX-578108812			
AX-578161299			
AX-578115879			
AX-578115873			
AX-578229390			
AX-578229391			
AX-578229392			
AX-578150179			
AX-578150180			
AX-578171286			
AX-578108184			
AX-578187445			
AX-578146441			
AX-578187447			
AX-578147768			
AX-578205446			
AX-578087856			
AX-578136757			
AX-578210886			
AX-578157729			
AX-578109109			
AX-578109112			
AX-578126105			
AX-578227534			
AX-578227535			
AX-578096074			
AX-578100647			
AX-578142797			
AX-578179919			
AX-578125554			
AX-578121225			
AX-578152745			
AX-578152746			
AX-578231954			
AX-578172843			
AX-578093560			
AX-578139356			
AX-578218565			
AX-578217923			
AX-578138718			
AX-578092069			
AX-578202214			
AX-578122986			
AX-578202219			
AX-578202220			
AX-578232741			
AX-578150786			
AX-578229996			
AX-578117141			
AX-578229998			
AX-578204927			
AX-578232768			
AX-578232769			
AX-578153867			
AX-578202903			
AX-578233072			
AX-578164037			
AX-578111841			
AX-578148192			
AX-578161233			
AX-578154507			
AX-578179872			
AX-578165900			
AX-578178101			
AX-578221168			
AX-578098829			
AX-578090829			
AX-578171934			
AX-578230866			
AX-578198192			
AX-578154165			
AX-578155771			
AX-578234981			
AX-578082570			
AX-578134391			
AX-578172587			
AX-578142348			
AX-578221556			
AX-578178956			
AX-578142351			
AX-578221559			
AX-578099693			
AX-578178960			
AX-578221562			
AX-578099695			
AX-578221563			
AX-578088597			
AX-578097198			
AX-578176474			
AX-578232020			
AX-578121372			
AX-578152812			
AX-578208174			
AX-578208175			
AX-578128956			
AX-578164080			
AX-578164081			
AX-578154984			
AX-578122624			
AX-578095948			
AX-578140431			
AX-578140432			
AX-578211976			
AX-578172265			
AX-578092978			
AX-578135874			
AX-578215085			
AX-578165053			
AX-578177507			
AX-578111521			
AX-578190776			
AX-578144615			
AX-578223826			
AX-578144620			
AX-578104461			
AX-578104462			
AX-578183727			
AX-578183728			
AX-578188665			
AX-578148243			
AX-578191221			
AX-578111972			
AX-578111965			
AX-578111807			
AX-578191062			
AX-578215274			
AX-578086167			
AX-578215272			
AX-578186652			
AX-578146051			
AX-578125252			
AX-578087283			
AX-578145955			
AX-578225164			
AX-578145953			
AX-578198328			
AX-578197133			
AX-578119149			
AX-578202055			
AX-578153456			
AX-578154372			
AX-578154373			
AX-578203983			
AX-578154375			
AX-578204005			
AX-578085937			
AX-578210977			
AX-578210980			
AX-578236192			
AX-578156983			
AX-578135510			
AX-578214717			
AX-578229914			
AX-578229912			
AX-578132531			
AX-578119543			
AX-578128055			
AX-578207272			
AX-578218827			
AX-578173340			
AX-578218825			
AX-578153344			
AX-578153346			
AX-578213983			
AX-578209370			
AX-578213575			
AX-578161793			
AX-578213577			
AX-578115096			
AX-578092570			
AX-578092571			
AX-578218165			
AX-578158099			
AX-578158100			
AX-578158101			
AX-578237313			
AX-578151136			
AX-578151140			
AX-578197185			
AX-578197186			
AX-578092876			
AX-578123005			
AX-578231680			
AX-578199938			
AX-578199941			
AX-578152469			
AX-578220554			
AX-578141349			
AX-578176982			
AX-578097706			
AX-578220559			
AX-578220560			
AX-578171260			
AX-578138674			
AX-578140917			
AX-578096876			
AX-578220126			
AX-578176150			
AX-578176151			
AX-578195011			
AX-578230707			
AX-578092773			
AX-578103236			
AX-578236189			
AX-578130203			
AX-578209424			
AX-578162542			
AX-578219339			
AX-578086038			
AX-578105926			
AX-578123469			
AX-578190182			
AX-578147537			
AX-578226743			
AX-578110488			
AX-578226741			
AX-578110485			
AX-578151323			
AX-578197563			
AX-578151320			
AX-578118324			
AX-578197565			
AX-578151321			
AX-578151322			
AX-578081523			
AX-578137512			
AX-578089318			
AX-578095115			
AX-578174392			
AX-578095114			
AX-578219286			
AX-578140079			
AX-578140080			
AX-578166165			
AX-578165496			
AX-578156727			
AX-578156728			
AX-578208921			
AX-578235939			
AX-578146558			
AX-578150240			
AX-578116050			
AX-578104070			
AX-578223626			
AX-578105438			
AX-578148854			
AX-578192516			
AX-578148856			
AX-578228066			
AX-578139775			
AX-578094394			
AX-578173669			
AX-578218981			
AX-578094388			
AX-578094389			
AX-578155750			
AX-578234960			
AX-578192364			
AX-578133132			
AX-578133134			
AX-578171877			
AX-578092595			
AX-578171880			
AX-578218168			
AX-578191771			
AX-578168061			
AX-578168062			
AX-578188018			
AX-578118675			
AX-578180902			
AX-578233201			
AX-578088880			
AX-578229901			
AX-578150693			
AX-578150694			
AX-578116951			
AX-578196192			
AX-578154959			
AX-578125919			
AX-578205150			
AX-578191169			
AX-578191171			
AX-578139692			
AX-578094188			
AX-578173471			
AX-578094190			
AX-578139685			
AX-578218894			
AX-578173473			
AX-578173474			
AX-578094194			
AX-578094196			
AX-578139687			
AX-578218897			
AX-578139691			
AX-578173482			
AX-578144445			
AX-578183412			
AX-578104149			
AX-578144442			
AX-578144443			
AX-578144446			
AX-578213179			
AX-578133970			
AX-578093046			
AX-578234354			
AX-578126298			
AX-578126299			
AX-578234355			
AX-578170801			
AX-578091514			
AX-578170797			
AX-578138472			
AX-578217681			
AX-578121180			
AX-578200417			
AX-578092166			
AX-578230945			
AX-578119123			
AX-578236367			
AX-578130499			
AX-578157159			
AX-578227223			
AX-578190722			
AX-578222461			
AX-578184484			
AX-578145498			
AX-578145500			
AX-578145502			
AX-578106289			
AX-578205243			
AX-578168774			
AX-578200337			
AX-578231883			
AX-578204201			
AX-578207610			
AX-578178693			
AX-578099426			
AX-578099427			
AX-578142230			
AX-578158721			
AX-578212834			
AX-578206367			
AX-578127140			
AX-578196589			
AX-578117345			
AX-578187753			
AX-578225807			
AX-578225808			
AX-578187755			
AX-578090124			
AX-578235445			
AX-578235446			
AX-578207914			
AX-578207915			
AX-578207916			
AX-578198445			
AX-578204136			
AX-578204137			
AX-578233674			
AX-578220388			
AX-578220389			
AX-578141182			
AX-578220391			
AX-578097380			
AX-578146059			
AX-578107414			
AX-578171386			
AX-578168776			
AX-578140628			
AX-578219837			
AX-578096316			
AX-578175594			
AX-578204221			
AX-578232708			
AX-578202154			
AX-578153503			
AX-578128210			
AX-578138662			
AX-578168172			
AX-578153200			
AX-578201419			
AX-578201422			
AX-578153201			
AX-578201415			
AX-578201416			
AX-578232405			
AX-578092010			
AX-578158363			
AX-578132918			
AX-578237577			
AX-578082513			
AX-578084257			
AX-578214432			
AX-578187497			
AX-578225666			
AX-578229137			
AX-578229135			
AX-578155742			
AX-578192599			
AX-578113351			
AX-578109399			
AX-578188658			
AX-578109401			
AX-578147000			
AX-578188661			
AX-578188662			
AX-578188663			
AX-578188664			
AX-578155263			
AX-578205820			
AX-578234472			
AX-578234473			
AX-578096198			
AX-578175476			
AX-578219781			
AX-578155423			
AX-578155421			
AX-578110760			
AX-578110761			
AX-578190018			
AX-578084760			
AX-578134926			
AX-578134927			
AX-578134929			
AX-578214140			
AX-578162961			
AX-578125594			
AX-578175034			
AX-578140343			
AX-578140345			
AX-578219554			
AX-578219557			
AX-578140350			
AX-578140351			
AX-578219561			
AX-578130086			
AX-578195985			
AX-578130636			
AX-578171627			
AX-578187664			
AX-578157716			
AX-578131625			
AX-578115934			
AX-578124943			
AX-578141719			
AX-578098397			
AX-578214861			
AX-578124036			
AX-578154075			
AX-578154077			
AX-578121394			
AX-578200631			
AX-578232031			
AX-578121400			
AX-578092036			
AX-578171319			
AX-578217906			
AX-578101305			
AX-578101311			
AX-578143130			
AX-578116219			
AX-578229540			
AX-578150334			
AX-578150335			
AX-578116214			
AX-578085238			
AX-578085239			
AX-578085240			
AX-578214854			
AX-578085243			
AX-578092008			
AX-578154766			
AX-578233976			
AX-578103710			
AX-578086759			
AX-578128200			
AX-578141798			
AX-578141799			
AX-578098578			
AX-578081855			
AX-578213293			
AX-578094410			
AX-578130214			
AX-578154056			
AX-578124010			
AX-578124011			
AX-578233265			
AX-578233268			
AX-578203244			
AX-578129149			
AX-578202915			
AX-578153876			
AX-578233084			
AX-578123690			
AX-578153873			
AX-578233080			
AX-578110649			
AX-578223953			
AX-578223954			
AX-578223955			
AX-578131440			
AX-578210656			
AX-578171006			
AX-578182984			
AX-578223416			
AX-578103721			
AX-578099626			
AX-578142320			
AX-578081514			
AX-578117713			
